sdg_id,title,short_description,long_description,sdg_codes,initials
khm2_2311,"Miscellaneous Trust Fund (Gifts and Donations, USAID)","MISCELLANEOUS TRUST FUND (GIFTS AND DONATIONS, USAID)","Miscellaneous Trust Fund (Gifts and Donations, USAID)",,
khm2_2312,Missions archÃˆologiques PED,MISSIONS ARCHâ€_OLOGIQUES PED,Missions archÃˆologiques - Cambodge,,
khm2_2313,Missions archÃˆologiques PED,MISSIONS ARCHâ€_OLOGIQUES PED,Missions archÃˆologiques - CAMBODGE,,
khm2_2314,Missions archÃˆologiques PED,MISSIONS ARCHâ€_OLOGIQUES PED,Missions archÃˆologiques - Cambodge - ANGKOR,,
khm2_2315,Missions archÃˆologiques PED,MISSIONS ARCHâ€_OLOGIQUES PED,Missions archÃˆologiques - Cambodge - CERANGKOR,,
khm2_2316,Missions archÃˆologiques PED,MISSIONS ARCHâ€_OLOGIQUES PED,Missions archÃˆologiques - Cambodge - PRASAT KOMNAP,,
khm2_2317,Missions archÃˆologiques PED,MISSIONS ARCHâ€_OLOGIQUES PED,Missions archÃˆologiques - Cambodge - PREHISTOIRE AU CAMBODGE,,
khm2_2318,Missions invitations,MISSIONS INVITATIONS,Missions invitations - CAMBODGE,,
khm2_2319,Missions invitations,MISSIONS INVITATIONS,Missions invitations-CAMBODGE,,
khm2_2320,Missions invitations - Actions dans le domaine de l'enseignement supÃˆrieur,MISSIONS INVITATIONS - ACTIONS DANS LE DOMAINE DE L'ENSEIGNEMENT SUPâ€_RIEUR,Missions invitations - Actions dans le domaine de l'enseignement supÃˆrieur - CAMBODGE,,
khm2_2321,Mobil and web solutions supporting the protection of drinking water resources,MOBIL AND WEB SOLUTIONS SUPPORTING THE PROTECTION OF DRINKING WATER RESOURCES,Mobil and web solutions supporting the protection of drinking water resources,,
khm2_2322,Modernization of Traditional Medicine,MODERNIZATION OF TRADITIONAL MEDICINE,"Korean medicine and policy, acupuncture, moxibustion, herbal medicine, eastern and western medical collaboration",,
khm2_2323,"Monitoring, Reporting and Evaluation of Adaptation Investments","MONITORING, REPORTING AND EVALUATION OF ADAPTATION INVESTMENTS",The proposed additional financing on Monitoring and Evaluation (M&E) to the TA 8179 aims to strengthen capacity of the Ministry of Planning (MOP) and other line ministries to integrate M&E considerations in climate change adaptation investments,,
khm2_2324,mosques,MOSQUES,mosques,,
khm2_2325,MRE of Adaptation Investments,MRE OF ADAPTATION INVESTMENTS,The proposed additional financing on Monitoring and Evaluation (M&E) to the TA 8179 aims to strengthen capacity of the Ministry of Planning (MOP) and other line ministries to integrate M&E considerations in climate change adaptation investments,,
khm2_2326,MTV (Multimedia Television) End Trafficking and Exploitation (EXIT) Phase IV,MTV (MULTIMEDIA TELEVISION) END TRAFFICKING AND EXPLOITATION (EXIT) PHASE IV,"Funding under this initiative provides financial support for Phase IV of the MTV End Exploitation and Trafficking (MTV EXIT) program. The program will raise awareness of human trafficking in East Asia, especially among young people and aims to promote behaviour change and drive social action that will contribute to the prevention of human trafficking. The total value of this initiative is $5.6 million over 4 years, starting 2012-13.",,
khm2_2327,"Multi-year Training Program for the Senior Judges, Cambodia","MULTI-YEAR TRAINING PROGRAM FOR THE SENIOR JUDGES, CAMBODIA","Judicial Policy of Korea, Judicial Information System of Korea, Criminal Procedure in Korea",,
khm2_2328,Multimedia Health Campaign for Cambodia Youth - Family Planning and Reproductive Health,MULTIMEDIA HEALTH CAMPAIGN FOR CAMBODIA YOUTH - FAMILY PLANNING AND REPRODUCTIVE HEALTH,"Data indicate that many young Cambodians are engaging in high-risk sexual behavior without contraceptive protection, resulting in unwanted pregnancies and infections. In response, the U.S. government will fund a communications campaign to promote and increase young Cambodians knowledge of positive social norms on gender and sexual and reproductive health. The campaign will target youth between the ages of 15 and 24 years of age. The project will also include a call-in center that will provide youth with information and advice about their sexual health. This multi-media health project will develop and air a drama series on television, radio, and the internet to encourage safe sexual practices that prevent unwanted pregnancies and reduce the transmission of infections. The campaign is expected to reach more than one million Cambodian youth.",,
khm2_2329,Multimedia Health Campaign for Cambodia Youth - Family Planning and Reproductive Health,MULTIMEDIA HEALTH CAMPAIGN FOR CAMBODIA YOUTH - FAMILY PLANNING AND REPRODUCTIVE HEALTH,Multimedia Health Campaign for Cambodia Youth,,
khm2_2330,MultiMedia Inititative-Youth,MULTIMEDIA INITITATIVE-YOUTH,The project uses multi-media approaches aiming to improve knowledge and efficacy of young people for negotiating with decision makers for better employment opportunities and giving them soft skills and confidence needed to identity potential jobs.,,
khm2_2331,multiple projects for Cambodia,MULTIPLE PROJECTS FOR CAMBODIA,multiple projects for Cambodia,,
khm2_2332,Mutual accountability,MUTUAL ACCOUNTABILITY,NA,,
khm2_2333,My own hands Ã± A project of social sociale,MY OWN HANDS Ã± A PROJECT OF SOCIAL SOCIALE,Strengthening economic independence among young people by training them in handcraft techniques and fabric jewellery production,,
khm2_2334,"n Cara : Strategic Partnership for Development Sector : Viatores Christi : Capacity Development Transitio n Project, Partners in Compass ion Cambodia","N CARA : STRATEGIC PARTNERSHIP FOR DEVELOPMENT SECTOR : VIATORES CHRISTI : CAPACITY DEVELOPMENT TRANSITIO N PROJECT, PARTNERS IN COMPASS ION CAMBODIA","Misean Cara : : Strategic Partnership for Development Sector : Viatores Christi : Capacity Development Transitio n Project, Partners in Compass ion Cambodia   Full short description: Misean Cara : Strategic Partnership for Development Sector : Viatores Christi : Capacity Development Transitio n Project, Partners in Compass ion Cambodia",,
khm2_2335,Narrow Lane,NARROW LANE,"Integrated Development Program for children and women . Organizing a school support program, after-school activities, basic health servces, food support",,
khm2_2336,"National capacity, systems and institutions are strengthened to address prevention, treatment, care","NATIONAL CAPACITY, SYSTEMS AND INSTITUTIONS ARE STRENGTHENED TO ADDRESS PREVENTION, TREATMENT, CARE",NA,,
khm2_2337,National Endowment for Democracy Grant to Center for International Private Enterprise,NATIONAL ENDOWMENT FOR DEMOCRACY GRANT TO CENTER FOR INTERNATIONAL PRIVATE ENTERPRISE,"To increase transparency and accountability in local government procurement. CIPE and its local partner Silaka will carry out a series of activities raising awareness among local businesses and the general public about anti-corruption and public governance issues, and building the capacity of local coalitions to monitor local government procurement.",,
khm2_2338,National Endowment for Democracy Grant to Center for International Private Enterprise (CIPE),NATIONAL ENDOWMENT FOR DEMOCRACY GRANT TO CENTER FOR INTERNATIONAL PRIVATE ENTERPRISE (CIPE),"To improve the institutional capacity and management skills of Cambodias leading independent business organization, and to strengthen the ability of smaller business associations to serve their members and engage in public policymaking processes. The grantee will continue to build the institutional capacity of CAMFEBA, to move this small but capable business association to higher levels of performance, while also working with CAMFEBA to support smaller business groups in Cambodia.",,
khm2_2339,National Endowment for Democracy Grant to Center for International Private Enterprise (CIPE),NATIONAL ENDOWMENT FOR DEMOCRACY GRANT TO CENTER FOR INTERNATIONAL PRIVATE ENTERPRISE (CIPE),"To increase public demand for good governance and accountability in Cambodia. The project will focus on enabling networks of grassroots NGOs and small businesses to monitor and combat corrupt practices. . The center will also expand a procurement monitoring program in Cambodia that has proven to yield positive results in reducing corruption, to enable it to work in six provinces, where members of civil society will be identified and trained to monitor methods of procurement.",,
khm2_2340,National Endowment for Democracy Grant to Center for International Private Enterprise (CIPE),NATIONAL ENDOWMENT FOR DEMOCRACY GRANT TO CENTER FOR INTERNATIONAL PRIVATE ENTERPRISE (CIPE),"To strengthen the capacity of local partner to work effectively to reduce corruption and improve public governance at the local level in Cambodia.  The program will strengthen a local initiative aiming to serve as an anti-corruption watchdog and good governance advocate.  The program will focus on promoting transparency and accountability in local government procurement, and will raise awareness among businesses, civil society and the general public of the importance of citizen and civil sector involvement in public governance.",,
khm2_2341,National Endowment for Democracy Grant to Center for International Private Enterprise (CIPE),NATIONAL ENDOWMENT FOR DEMOCRACY GRANT TO CENTER FOR INTERNATIONAL PRIVATE ENTERPRISE (CIPE),"To strengthen the role of the business community as an advocate for reform and to improve the institutional capacity of Cambodian business associations to serve their members and engage in public policymaking processes. The center will provide technical assistance to business associations by implementing a private sector-led advocacy initiative, organizing training workshops, and providing coaching and mentoring tailored to individual associations.",,
khm2_2342,National Endowment for Democracy Grant to International Republican Institute (IRI),NATIONAL ENDOWMENT FOR DEMOCRACY GRANT TO INTERNATIONAL REPUBLICAN INSTITUTE (IRI),"To empower young Cambodians to provide sound political analysis and relevant media content on priority issues. The institute will support the development of an improved version of a website featuring informed debate on social, economic and political topics, and offer its members trainings and consultations on how to identify, analyze and report on relevant societal issues in Cambodia through multiple media platforms.",,
khm2_2343,National HIV strategies and programmes are aligned and integrated into broader health and developmen,NATIONAL HIV STRATEGIES AND PROGRAMMES ARE ALIGNED AND INTEGRATED INTO BROADER HEALTH AND DEVELOPMEN,NA,,
khm2_2344,"NATIONAL PROGRAM FOR SUB-NATIONAL DEMOCRATIC DEVELOPMENT (NP-SNDD), PHASE II 2015-2017, IN CAMBODIA - NP-SNDD PHASE II, 2015-2017","NATIONAL PROGRAM FOR SUB-NATIONAL DEMOCRATIC DEVELOPMENT (NP-SNDD), PHASE II 2015-2017, IN CAMBODIA - NP-SNDD PHASE II, 2015-2017","Support to the Cambodian decentralisation program (NP-SNDD) and the second implementation plan, IP X, for the period 2015-2017.",,
khm2_2345,National Road No.2 and No.22 Improvement Project,NATIONAL ROAD NO.2 AND NO.22 IMPROVEMENT PROJECT,Improving and widening with A/C pavement NR. No. 2 and No. 22,,
khm2_2346,National Road No.3 Rehabilitation Project Phase II,NATIONAL ROAD NO.3 REHABILITATION PROJECT PHASE II,For Balanced Reional Economic Growth and Poverty reduction by enhancing the free flow transportation of goods and services between Phnom Penh and Sihanoukville,,
khm2_2347,National Road No.3 Rehabilitation Project Phase II,NATIONAL ROAD NO.3 REHABILITATION PROJECT PHASE II,Improvement of NR 3 (4 lane road 2.6km and 2 lane rode134.9km) and construction of drains and culverts,,
khm2_2348,National Road No.3 Rehabilitation Project Phase II,NATIONAL ROAD NO.3 REHABILITATION PROJECT PHASE II,Improvement of NR 3 (4 lane road: 2.6km and 2 lane rode:134.9km) and construction of drains and culverts,,
