sdg_id,title,short_description,long_description
khm_0652,Administration and Oversight,ADMINISTRATION AND OVERSIGHT,"Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training programs, equipment and supplies, ICASS, vehicle fuel and maintenance, maintenance contracts, janitorial services, operational unit web page development and maintenance, outreach such as publications and the cost of their preparation (including staff costs), and technical assistance to ensure USG compliance with regulations. [through KRAWMA CO.LTD]"
khm_4711,"Women, girls out of school youth living healty livesfree from gender based violance and HIV/AIDS","WOMEN, GIRLS OUT OF SCHOOL YOUTH LIVING HEALTY LIVESFREE FROM GENDER BASED VIOLANCE AND HIV/AIDS","Women, girls out of school youth living healty livesfree from gender based violance and HIV/AIDS"
khm_4124,"Support for socio-economic development through families with members victims of antipersonnel mines in Rattanak, Mondol, province of Battambang, Camb","SUPPORT FOR SOCIO-ECONOMIC DEV THROUGH FAMILIES WITH MEMBERS VICTIMS OF ANTIPERSONNEL MINES IN RATTANAK, MONDOL, PROVINCE OF BATTAMBANG, CAMBODIA","El proyecto consiste en dar acceso a la propiedad de la tierra e incorporar a la actividad econÌ_mica general, a poblaciÌ_n afectada por accidentes de minas. La creaciÌ_n de un centro de desarrollo agrÌ_cola en Rattanak Mondol, consiste en una iniciativa para introducir nuevos enfoques de desarrollo socioeconÌ_mico en la zona rural del noroeste de Camboya. Esta experiencia se desarrolla en un terreno de 6 hectÌÁres destinado a ayudar al crecimiento econÌ_mico de 5 vÌ_ctimas de minas y sus familias, a travÌ©s del desarrollo rural de la zona. El objetivo final pasa por asistir y rehabilitar a supervivientes de las minas y promover nuevas tÌ©cnicas agrÌ_colas y nuevos enfoques productivos en el noroeste de Camboya."
khm_4676,"Water, sanitation and hygiene in Banan village (WASHB) , Cambodia","WATER, SANITATION AND HYGIENE IN BANAN VILLAGE (WASHB) , CAMBODIA","Water, sanitation and hygiene in Banan village (WASHB) , Cambodia"
khm_3093,N132 POVERTY ALLEVIATION,POVERTY ALLEVIATION,
khm_4125,Support for the 11th Meeting of States Parties to the Ottawa Convention,SUPPORT FOR THE 11TH MEETING OF STATES PARTIES TO THE OTTAWA CONVENTION,The Cambodian Mine Action Authority (CMAA) has been entrusted by the RGC to lead the preparation of the 11MSP. A high level inter-ministerial committee to prepare and organize the 11MSP has been established and chaired by CambodiaÛªs nominated president of the 11MSP. Four supporting sub-committees and a secretariat have also been set up to ensure that all required actions are delivered according to plan as follow:-Promote Universalization through missions and at the ASEAN Forum-Promote participation from all States Parties -Conduct National Awareness Campaign-Consult with States Parties and the APMBT Implementing Support Unit in Geneva-Ensure that all logistics involved with the organization of the meeting in particular the arrangements and set-up of meeting venue will meet the specific requirements of the 11MSP.-Facilitate a smooth flow of information and communication exchange between all national and international stakeholders as necessary-Finalise all arrangements with regards to the meeting facilities and other services.-Facilitate the booking of accommodation for participants and ensure that their stay will be safe and sound.-Arrange appropriate means of transportation for delegates-Ensure that a suitable number of staff is in place to facilitate the works of the meeting.
khm_1827,ECONOMIC SUPPORT FUND: PROJECT ASSISTANCE - REGIONAL PROGRAMS -,ECONOMIC SUPPORT FUND,"OFFICE OF OPERATIONS AND RESOURCE ALLOCATION: EAST ASIA REGIONAL STABILITY THROUGH DEMOCRACY & H.R. - PEACE, GOOD GOVERNANCE, AND RESPECT FOR CITIZEN'S RIGHTS PROMOTED"
khm_2387,Health Sector Support Program,HEALTH SECTOR SUPPORT PROGRAM,"Between 1993 and 2003, Australia provided significant assistance to the health sector in Cambodia though project based assistance for health promotion, primary health care and immunisation. This program of assistance was withdrawn in 2003 in order to refocus aid delivery to the priority sectors of agriculture and governance in line with the Australian Cambodian Country Aid Strategy 2003 ÛÒ 2007.The White Paper on the Australian Governments Overseas Aid Program released in mid 2006, outlined a comprehensive approach to doubling Australia'a aid budget to aproximately AUD4 billion by 2010. This new policy directive identifies four themes for the aid program including increased support to social sectors. As a key theme of the White Paper, //Investing in People// prioritises health and education and outlines an approach to increased health assistance which focuses on basic services for women and children and on tackling major diseases such as HIV/AIDs and malaria.In response to the White Paper and an expected increase in bilateral funds in 07/08, the Cambodia Program undertook preliminary investigations to assess opportunities for future development assistance to the health sector in Cambodia. In October 2006, an Identification Mission was deployed to Cambodia."
khm_1300,CHILD SURVIVAL & HEALTH PROGRAMS FUND: CARRYFORWARD FUNDS FOR HIV/AIDS - PROJECT ASSISTANCE - COUNTRY PROJECTS,CHILD SURVIVAL & HEALTH PROGRAMS FUND: CARRYFORWARD FUNDS FOR HIV/AIDS,MISSION EXPENSES.
khm_1271,CDRI CORE SUPP 2004-06,CORE BUDGET SUPPORT TO CAMBODIA DEVELOPMENT RESOURCE CENTER,CORE BUDGET SUPPROT TO CAMBODIA DEVELOPMENT RESOURCE CENTER
khm_1389,Commodity Cost of Food Aid under Food For Education Program,COMMODITY COST OF FOOD AID UNDER FOOD FOR EDUCATION PROGRAM,"Food Aid (Food For Education) Commodity Cost for beans, small red bag-50 kg [50 gross metric tons] - through International Relief and Development"
khm_1967,Establishment of a centre for excellence in the field of IT in Cambodia ,,Projected outcomes: Sharing experience in the IT Sector with Cambodia
khm_3739,Rice-based farming systems in Lao PDR and Cambodia,RICE-BASED FARMING SYSTEMS IN LAO PDR AND CAMBODIA,"Rapid change in the Mekong region coupled with recent shocks to global food, fertiliser, and fuel prices have accentuated the risks and challenges facing farmers engaged in rice-based farming systems, particularly in the marginal environments of Laos and Cambodia. This project aims to contribute to improved agricultural policies for rice-based farming systems in Laos and Cambodia, taking account of trends in Thailand and Vietnam, in line with ACIARÌ¢âÂã¢s food security initiative for the Mekong region. The project objectives are: (1) to analyse current agricultural strategies, policy processes, and policy settings in Laos and Cambodia in the context of regional social, economic and environmental trends; (2) to demonstrate the benefits of evidence-based policy development in Laos and Cambodia through feedback from selected case studies aligned with other ACIAR food security projects; (3) to examine agricultural policy trends in other countries in the region, especially Thailand and Vietnam, and the implications of cross-border trade and investment for policies in Laos and Cambodia; (4) to collaborate with agricultural policy agencies in Laos and Cambodia to identify improved policy options and strengthen policy development processes."
khm_2330,Great Apes Conservation Fund,GREAT APES CONSERVATION FUND,Northern Plains of Cambodia Pileated Gibbon Conservation Project: Phase 4
khm_0241,Freight Cost of Food Aid under Food For Education Program,FREIGHT COST OF FOOD AID UNDER FOOD FOR EDUCATION PROGRAM,"Food Aid (Food For Education) Freight Cost for Corn, Soy Blend [440 metric tons] - through International Relief and Development"
khm_2427,House of Family Sihanoukville,HOUSE OF FAMILY SIHANOUKVILLE,"The project is part of a network of orphanages in Cambodia, which serve HIV positive orphans. The three houses of Family House in Sihanoukville host 75 children aged 3-16 years. The volunteer will provide leisure activities with children and fundraising."
khm_2010,Extension of Siem Reap Bypass Road(Korean Ring Road),EXTENSION OF SIEM REAP BYPASS ROAD(KOREAN RING ROAD),Pavement of the Siem Reap Bypass Road (20.5km) Dispatch of Korean experts Invitation of the Cambodian officials
khm_3067,MULTI-ANNUAL PROGRAMMES - Support to NGOs - Irish - MAPS - GENERAL - Provision of Support and,SOCIAL MITIGATION OF HIV/AIDS,MULTI-ANNUAL PROGRAMMES - Support to NGOs - Irish - MAPS - GENERAL - Provision of Support and
khm_3437,Project for Construction of Buor Sankreach Primary School Landmine Contaminated Area,PROJECT FOR CONSTRUCTION OF BUOR SANKREACH PRIMARY SCHOOL LANDMINE CONTAMINATED AREA,"Project for construction of Bour Sangkreach Primary School in landmine contaminated areas, including a teacher accommodation, toilets and water tanks."
khm_0995,biomass added value,MULTISECTOR AID,biomass added value
khm_3725,RESTRUCTURING OF THE RAILWAY IN CAMBODIA                              ,"ADB Sector code: 3703, ADB Sector Name: Rail Transport",
khm_1883,ELECTRIFICATION DE CAPITALES P,ELECTRIFICATION DE CAPITALES,
khm_1795,Eau et assainissement,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,Alimentation en eau potable de 2 quartiers de Phnom Penh
khm_1114,CAMBODIA PEOPLE SMUGGLING LEGISLATION PR,CAMBODIA PEOPLE SMUGGLING LEGISLATION,"THE OBJECTIVE OF THE ASSISTANCE IS TO PROVIDE LEGISLATIVE DRAFTING ASSISTANCE TO A ROYAL GOVERNMENT OF CAMBODIA WORKING GROUP TO DEVELOP PEOPLE SMUGGLING LEGISLATION. THE ASSISTANCE IS URGENTLY REQUIRED TO MEETBALI 2 TIME-FRAMES AND IS A PROJECT OF MUTUAL NATIONAL INTEREST. AUSAID WILL CONTRIBUTE $50,000 TOWARDS THE COST OF PROVIDING THE ASSISTANCE. DIMIA WILL MANAGE THE ASSISTANCE THROUGH AN ROU AND PROVIDE SUPPLEMENTARY FUNDING IF REQUIRED. THE ASSISTANCE WILL BE SCHEDULED IN 2 PHASES, COMMENCING DECEMBER 2002 AND MUST BE IN AGREED DRAFT FORM BY BALI 2, IN APRIL 2003."
khm_0876,Assistance au Cambodian Navigation Coordination Centre,ASSISTANCE AU CAMBODIAN NAVIGATION COORDINATION CENTRE,"https://docs.google.com/open?id=0B-IUzKYaN-QSLXRVZWgwXzJyd2s With BTC support a Master Plan for Waterborne Transport on the Mekong River System in Cambodia was drawn up. Currently, technical and financial assistance is provided to a coordination centre which will be in charge of implementing the actions of this plan. ; ; The strategic goal of the design and implementation of the Master Plan is to reduce poverty in Cambodia through interventions in its under-utilised navigation sector. ; To achieve the specific objectives of the project, technical, financial, economical, legal, institutional, environmental, safety and security aspects of waterborne transport have been studied and a Master Plan has been designed and has been agreed upon among all stakeholders in order to be suitable to deal with: ; a. The development of new infrastructure, proper services and improved physical conditions; ; b. The formulation, harmonisation and implementation of national and international legislation, rules and regulations; ; c. Training requirements and institutional strengthening associated with inland water transportation and international shipping. ;"
khm_1810,ECHO/KHM/BUD/2004/01000,EMERGENCY FOOD AID,
khm_0370,SOINS DE SANTE PRIMAIRES  ÌÛ  BANAN & BOVEL  -  ACORD,SOINS DE SANTE PRIMAIRES ÌÛ BANAN & BOVEL,
khm_4341,"The Project for Constructing School Buildings at Phnom Thom Lower Secondary School in Mongkol Borey District, Banteay Meanchey Province","THE PROJECT FOR CONSTRUCTING SCHOOL BUILDINGS AT PHNOM THOM LOWER SECONDARY SCHOOL IN MONGKOL BOREY DISTRICT, BANTEAY MEANCHEY PROVINCE","Project for constructing school buildings at Phnom Thom Lower Secondary School. In order to provide better educational environment, toilets are also built. In each classroom, school furniture is equipped."
